# 46734 Magong 2025-07-25 12Z (Start time 7/25/2025 11:34:55 AM), 1-s data
# Height(gpm),P(hPa),T(C),U(%),WS(m/s),WD(deg)
3103,697.5,12.2,74.2,4.8,8.0
3108,697.0,12.2,74.6,4.7,8.3
3113,696.6,12.2,75.1,4.6,8.6
3119,696.1,12.2,75.0,4.5,8.9
3125,695.7,12.2,74.4,4.4,9.3
3131,695.2,12.2,73.8,4.4,9.8
3136,694.7,12.2,73.4,4.3,10.2
3142,694.2,12.2,73.3,4.2,10.8
3148,693.8,12.2,73.4,4.1,11.4
3153,693.3,12.1,73.4,4.0,12.0
3159,692.9,12.1,73.1,4.0,12.8
3164,692.5,12.1,72.6,3.9,13.6
3168,692.1,12.0,72.1,3.9,14.4
3173,691.7,12.0,72.0,3.8,15.3
3177,691.4,12.0,72.3,3.7,16.3
3181,691.0,11.9,72.7,3.7,17.3
3185,690.7,11.9,72.9,3.6,18.4
3190,690.3,11.9,73.0,3.6,19.5
3194,689.9,11.9,72.9,3.5,20.6
3199,689.6,11.8,72.4,3.5,21.7
3203,689.2,11.8,71.5,3.4,22.9
3208,688.8,11.8,70.7,3.4,24.0
3212,688.4,11.8,70.8,3.4,25.1
3217,688.1,11.8,71.7,3.3,26.2
3222,687.7,11.7,72.8,3.3,27.2
3226,687.3,11.7,73.3,3.3,28.2
3232,686.9,11.7,73.3,3.2,29.1
3237,686.4,11.7,73.4,3.2,29.9
3243,685.9,11.7,73.3,3.2,30.5
3249,685.4,11.7,72.8,3.2,31.1
3255,684.9,11.7,71.9,3.2,31.4
3261,684.4,11.7,70.7,3.1,31.6
3267,684.0,11.7,69.9,3.1,31.7
3272,683.6,11.7,69.5,3.1,31.6
3276,683.2,11.7,69.3,3.1,31.3
3280,682.9,11.7,69.2,3.1,30.9
3285,682.5,11.7,69.1,3.1,30.4
3289,682.2,11.7,68.8,3.1,29.7
3293,681.8,11.7,68.5,3.1,28.9
3298,681.4,11.7,68.2,3.1,28.0
3303,681.1,11.7,68.1,3.1,27.1
3307,680.7,11.7,68.0,3.0,26.1
3312,680.3,11.7,67.9,3.0,25.1
3317,679.9,11.7,67.7,3.0,24.2
3321,679.6,11.7,67.7,3.0,23.3
3326,679.2,11.6,67.9,3.0,22.5
3330,678.8,11.6,68.3,2.9,21.8
3335,678.5,11.6,69.0,2.9,21.2
3339,678.1,11.6,70.0,2.8,20.8
3344,677.7,11.6,70.9,2.8,20.5
3349,677.3,11.6,71.9,2.7,20.4
3354,676.9,11.6,72.9,2.7,20.5
3359,676.5,11.5,73.8,2.6,20.9
3364,676.1,11.5,74.5,2.6,21.5
3368,675.7,11.4,74.6,2.5,22.4
3373,675.4,11.4,74.6,2.4,23.7
3377,675.0,11.3,74.7,2.4,25.3
3382,674.7,11.3,75.0,2.3,27.2
3386,674.3,11.3,75.3,2.3,29.5
3390,674.0,11.3,75.8,2.3,32.0
3394,673.7,11.2,76.2,2.2,34.8
3398,673.3,11.2,76.5,2.2,37.8
3403,673.0,11.2,76.7,2.3,40.8
3407,672.6,11.1,77.1,2.3,43.9
3412,672.3,11.1,77.3,2.3,46.8
3416,671.9,11.1,77.7,2.4,49.6
3421,671.5,11.1,78.1,2.5,52.1
3426,671.1,11.1,78.0,2.6,54.3
3432,670.6,11.1,77.4,2.7,56.3
3438,670.2,11.0,76.5,2.8,57.9
3443,669.7,11.0,75.2,2.9,59.4
3449,669.2,11.0,73.7,3.0,60.6
3455,668.8,11.1,72.4,3.1,61.5
3461,668.3,11.1,71.7,3.3,62.2
3467,667.8,11.0,71.1,3.4,62.8
3473,667.4,11.0,70.0,3.5,63.2
3479,666.9,11.1,68.4,3.6,63.5
3485,666.4,11.1,66.1,3.8,63.7
3491,665.9,11.1,63.9,3.9,63.7
3497,665.5,11.2,62.7,4.0,63.7
3503,665.0,11.1,62.5,4.1,63.6
3509,664.5,11.1,62.7,4.2,63.4
3515,664.0,11.1,63.1,4.3,63.2
3520,663.6,11.1,62.9,4.4,63.0
3526,663.2,11.2,62.3,4.4,62.7
3531,662.8,11.2,61.8,4.5,62.3
3535,662.4,11.1,61.7,4.6,61.9
3540,662.0,11.1,61.7,4.6,61.5
3545,661.6,11.1,61.9,4.6,61.0
3551,661.2,11.1,61.9,4.6,60.5
3556,660.8,11.1,61.8,4.6,59.9
3561,660.3,11.1,61.6,4.6,59.3
3567,659.9,11.1,61.6,4.6,58.6
3573,659.4,11.0,61.6,4.6,57.9
3579,659.0,11.0,61.7,4.6,57.1
3584,658.5,10.9,61.8,4.5,56.3
3590,658.1,10.9,62.1,4.5,55.5
3595,657.7,10.9,62.3,4.5,54.7
3600,657.3,10.8,62.2,4.4,53.9
3606,656.8,10.8,62.3,4.4,53.1
3611,656.4,10.7,62.4,4.3,52.2
3616,656.0,10.7,62.5,4.3,51.1
3622,655.6,10.7,62.6,4.2,50.0
3628,655.1,10.7,62.6,4.2,48.8
3634,654.6,10.6,62.5,4.1,47.5
3640,654.1,10.6,62.3,4.1,46.3
3646,653.7,10.6,62.1,4.0,45.1
3652,653.2,10.5,61.8,4.0,43.9
3659,652.7,10.5,61.6,4.0,42.8
3665,652.2,10.5,61.5,4.0,41.8
3670,651.8,10.5,61.6,4.0,40.8
3676,651.3,10.5,61.8,3.9,40.0
3682,650.9,10.4,62.0,3.9,39.4
3687,650.5,10.4,62.1,3.9,38.9
3692,650.1,10.4,62.3,3.9,38.5
3697,649.7,10.4,62.5,4.0,38.3
3701,649.3,10.3,62.5,4.0,38.2
3706,649.0,10.3,62.5,4.0,38.3
3711,648.6,10.3,62.5,4.0,38.5
3716,648.2,10.3,62.6,4.0,38.8
3721,647.8,10.3,62.6,4.0,39.2
3726,647.4,10.2,62.4,4.0,39.8
3731,647.1,10.2,62.1,4.0,40.4
3735,646.7,10.1,61.8,4.1,41.2
3740,646.3,10.1,61.5,4.1,42.0
3744,646.0,10.1,61.1,4.1,42.8
3749,645.7,10.1,60.9,4.1,43.7
3753,645.3,10.1,60.8,4.1,44.6
3758,645.0,10.0,60.8,4.1,45.5
3763,644.6,10.0,61.0,4.1,46.4
3768,644.2,10.0,62.0,4.2,47.2
3774,643.7,10.0,63.3,4.2,48.1
3779,643.3,10.0,64.1,4.2,48.9
3785,642.8,10.0,64.5,4.2,49.6
3791,642.4,9.9,64.5,4.2,50.4
3797,641.9,9.9,64.5,4.2,51.0
3803,641.5,9.9,64.4,4.2,51.6
3809,641.0,9.9,64.3,4.2,52.1
3814,640.6,9.9,64.0,4.3,52.6
3819,640.2,9.8,63.7,4.3,53.1
3825,639.8,9.8,63.5,4.3,53.6
3830,639.4,9.8,63.3,4.3,54.1
3834,639.1,9.8,63.4,4.3,54.7
3839,638.7,9.8,63.9,4.4,55.2
3844,638.3,9.8,64.3,4.4,55.8
3848,638.0,9.8,64.4,4.4,56.4
3853,637.7,9.7,64.4,4.5,57.0
3857,637.3,9.7,64.3,4.5,57.6
3861,637.0,9.7,64.5,4.5,58.2
3865,636.7,9.7,64.8,4.6,58.8
3870,636.3,9.7,65.0,4.6,59.5
3875,636.0,9.7,65.2,4.6,60.1
3880,635.6,9.7,64.8,4.7,60.8
3885,635.2,9.7,64.2,4.7,61.4
3890,634.8,9.7,63.8,4.7,62.0
3895,634.4,9.7,63.5,4.8,62.6
3901,634.0,9.6,63.1,4.8,63.1
3906,633.6,9.6,62.8,4.8,63.5
3911,633.2,9.6,62.7,4.8,64.0
3915,632.9,9.6,62.7,4.9,64.3
3920,632.6,9.6,62.8,4.9,64.6
3924,632.2,9.6,62.9,4.9,64.8
3927,632.0,9.6,62.9,4.9,64.9
3931,631.7,9.6,62.9,4.9,64.9
3934,631.4,9.6,63.0,4.9,64.8
3938,631.2,9.5,63.1,4.9,64.7
3941,630.9,9.5,63.3,4.9,64.4
3945,630.6,9.5,63.6,4.9,64.1
3948,630.4,9.5,64.0,4.9,63.7
3952,630.1,9.5,64.3,4.9,63.2
3955,629.8,9.4,64.4,4.8,62.7
3959,629.6,9.4,64.6,4.8,62.1
3962,629.3,9.3,64.6,4.8,61.5
3966,629.0,9.3,64.8,4.8,60.9
3970,628.8,9.3,65.0,4.7,60.4
3973,628.5,9.3,65.2,4.7,59.8
3977,628.2,9.3,65.4,4.6,59.3
3981,627.9,9.3,65.6,4.6,58.9
3985,627.6,9.2,65.7,4.6,58.5
3990,627.2,9.2,65.8,4.5,58.3
3994,626.9,9.2,65.8,4.4,58.2
3999,626.5,9.1,65.7,4.4,58.3
4004,626.2,9.1,65.7,4.3,58.5
4009,625.8,9.1,65.8,4.3,58.8
4014,625.4,9.0,65.9,4.2,59.3
4019,625.0,9.0,66.3,4.1,59.9
4024,624.6,9.0,66.7,4.1,60.7
4029,624.2,8.9,67.0,4.0,61.6
4035,623.9,8.9,67.1,3.9,62.7
4040,623.5,8.8,67.2,3.9,63.9
4044,623.1,8.8,67.4,3.8,65.3
4049,622.8,8.8,67.8,3.8,66.7
4053,622.4,8.8,68.2,3.8,68.1
4057,622.1,8.8,68.4,3.8,69.6
4061,621.8,8.8,68.8,3.7,71.0
4065,621.5,8.7,69.6,3.7,72.5
4069,621.2,8.7,71.1,3.8,73.8
4074,620.9,8.7,73.4,3.8,75.0
4078,620.6,8.6,76.4,3.8,76.1
4083,620.2,8.6,78.5,3.8,77.1
4088,619.8,8.5,79.5,3.9,77.9
4093,619.4,8.4,80.1,3.9,78.5
4099,619.0,8.4,81.1,4.0,79.1
4104,618.6,8.3,82.1,4.1,79.5
4110,618.2,8.3,82.6,4.2,79.8
4116,617.8,8.2,82.6,4.2,80.0
4122,617.3,8.2,82.8,4.3,80.1
4127,616.9,8.2,83.0,4.4,80.2
4133,616.5,8.2,83.1,4.5,80.2
4138,616.1,8.1,83.2,4.6,80.2
4144,615.7,8.1,83.1,4.7,80.2
4149,615.3,8.0,82.8,4.9,80.2
4153,615.0,8.0,82.7,5.0,80.2
4158,614.6,8.0,82.8,5.1,80.3
4163,614.3,7.9,83.1,5.2,80.3
4167,613.9,7.9,83.6,5.3,80.4
4172,613.6,7.9,83.9,5.4,80.5
4176,613.3,7.8,83.9,5.6,80.7
4181,612.9,7.8,83.7,5.7,80.8
4186,612.5,7.7,83.5,5.8,81.0
4191,612.2,7.7,83.6,5.9,81.2
4196,611.8,7.7,83.8,6.0,81.4
4202,611.4,7.6,83.9,6.1,81.6
4207,611.0,7.6,83.9,6.2,81.8
4213,610.5,7.6,83.9,6.3,82.0
4219,610.1,7.5,83.9,6.4,82.2
4224,609.7,7.5,83.7,6.4,82.4
4230,609.3,7.6,83.2,6.5,82.5
4236,608.9,7.7,82.4,6.5,82.6
4241,608.5,7.8,81.4,6.6,82.7
4247,608.0,7.9,80.5,6.6,82.8
4253,607.6,8.0,79.5,6.6,82.9
4259,607.2,8.1,78.6,6.6,82.9
4264,606.8,8.2,78.1,6.6,82.9
4270,606.3,8.2,77.9,6.5,82.8
4276,605.9,8.1,77.9,6.5,82.7
4281,605.5,8.2,77.7,6.4,82.6
4286,605.2,8.2,77.6,6.4,82.5
4291,604.8,8.1,77.6,6.3,82.3
4296,604.5,8.1,77.8,6.2,82.2
4300,604.2,8.1,78.1,6.1,81.9
4304,603.9,8.1,78.4,6.0,81.7
4308,603.6,8.1,78.6,5.9,81.4
4312,603.3,8.1,78.8,5.8,81.1
4316,603.0,8.1,78.9,5.7,80.8
4321,602.7,8.0,79.2,5.6,80.5
4325,602.3,8.0,79.5,5.5,80.1
4330,602.0,8.0,79.8,5.3,79.7
4335,601.6,7.9,80.1,5.2,79.2
4341,601.2,7.9,80.4,5.1,78.7
4346,600.8,7.8,80.7,5.0,78.2
4352,600.4,7.8,81.0,4.9,77.6
4357,600.0,7.7,81.0,4.8,76.9
4362,599.6,7.7,81.0,4.7,76.2
4367,599.3,7.6,80.8,4.6,75.5
4372,598.9,7.6,80.6,4.6,74.8
4376,598.6,7.6,80.3,4.5,74.0
4381,598.3,7.5,80.2,4.4,73.1
4385,598.0,7.5,80.1,4.4,72.3
4390,597.7,7.5,80.0,4.3,71.4
4394,597.3,7.5,79.9,4.3,70.4
4399,597.0,7.4,80.0,4.2,69.5
4403,596.7,7.4,80.1,4.2,68.5
4408,596.3,7.4,80.2,4.2,67.5
4413,595.9,7.3,80.5,4.1,66.6
4418,595.6,7.3,80.9,4.1,65.6
4423,595.3,7.2,81.4,4.1,64.7
4427,594.9,7.2,81.6,4.1,63.9
4432,594.6,7.2,81.6,4.1,63.1
4437,594.3,7.2,81.3,4.1,62.3
4441,593.9,7.2,80.9,4.1,61.7
4446,593.6,7.2,80.5,4.1,61.1
4451,593.2,7.2,80.2,4.1,60.5
4456,592.9,7.1,80.1,4.1,60.1
4461,592.5,7.1,79.8,4.1,59.8
4466,592.1,7.1,79.4,4.1,59.6
4471,591.8,7.1,78.8,4.1,59.4
4475,591.5,7.1,78.5,4.1,59.4
4480,591.2,7.0,78.5,4.1,59.5
4484,590.9,7.0,78.7,4.1,59.6
4488,590.6,7.0,78.8,4.1,59.9
4492,590.3,7.0,78.9,4.2,60.2
4496,590.0,7.0,79.0,4.2,60.6
4500,589.7,6.9,79.3,4.2,61.1
4504,589.4,6.9,79.7,4.2,61.6
4508,589.1,6.9,80.0,4.3,62.2
4513,588.8,6.8,80.1,4.3,62.7
4517,588.5,6.8,80.2,4.3,63.2
4522,588.1,6.7,80.1,4.3,63.8
4527,587.8,6.7,80.1,4.4,64.2
4532,587.4,6.6,80.3,4.4,64.6
4537,587.1,6.6,80.4,4.4,65.0
4542,586.7,6.6,80.3,4.5,65.2
4546,586.4,6.5,79.9,4.5,65.4
4551,586.1,6.5,79.5,4.5,65.5
4555,585.8,6.5,79.4,4.5,65.4
4559,585.5,6.5,79.7,4.5,65.3
4564,585.1,6.4,79.9,4.5,65.0
4569,584.8,6.4,79.8,4.6,64.6
4573,584.5,6.3,79.8,4.6,64.0
4578,584.1,6.3,80.3,4.6,63.3
4583,583.8,6.2,80.8,4.6,62.5
4589,583.4,6.2,81.2,4.6,61.5
4594,583.0,6.1,81.3,4.5,60.4
4599,582.6,6.1,80.9,4.5,59.2
4605,582.2,6.1,80.7,4.5,57.8
4610,581.8,6.0,80.7,4.5,56.4
4616,581.5,6.0,80.7,4.5,54.8
4621,581.1,5.9,80.6,4.5,53.2
4627,580.7,5.9,80.6,4.5,51.5
4632,580.3,5.8,80.6,4.5,49.8
4636,580.0,5.8,80.6,4.4,48.2
4641,579.7,5.8,80.4,4.4,46.8
4645,579.4,5.8,80.0,4.4,45.6
4649,579.1,5.8,79.9,4.4,44.5
4653,578.8,5.7,80.3,4.4,43.3
4657,578.5,5.7,81.0,4.4,42.2
4661,578.2,5.7,81.8,4.4,41.1
4666,577.9,5.6,82.5,4.4,39.9
4670,577.6,5.6,83.0,4.4,38.6
4675,577.3,5.6,83.1,4.4,37.3
4679,577.0,5.6,83.0,4.4,36.0
4684,576.6,5.6,82.9,4.4,34.9
4689,576.3,5.5,82.7,4.4,33.9
4694,575.9,5.5,82.6,4.4,32.9
4699,575.6,5.5,82.4,4.4,32.1
4705,575.2,5.5,82.3,4.4,31.4
4710,574.8,5.5,82.3,4.4,30.8
4715,574.5,5.4,82.4,4.4,30.3
4720,574.1,5.4,82.6,4.4,29.9
4725,573.8,5.4,82.8,4.4,29.6
4730,573.4,5.3,83.0,4.4,29.2
4735,573.0,5.3,83.2,4.4,28.8
4741,572.7,5.3,83.4,4.4,28.5
4746,572.3,5.2,83.5,4.4,28.1
4751,571.9,5.2,83.6,4.4,27.7
4757,571.6,5.1,83.6,4.4,27.4
4762,571.2,5.1,83.7,4.4,27.0
4767,570.8,5.0,83.8,4.4,26.6
4772,570.5,5.0,84.1,4.4,26.2
4777,570.1,5.0,84.4,4.5,25.9
4782,569.8,4.9,84.7,4.5,25.6
4787,569.4,4.9,84.8,4.5,25.3
4792,569.1,4.8,84.8,4.5,24.9
4796,568.8,4.8,84.9,4.6,24.4
4801,568.5,4.7,85.0,4.6,23.9
4805,568.2,4.7,85.2,4.7,23.4
4810,567.9,4.7,85.3,4.7,22.9
4814,567.6,4.6,85.5,4.8,22.4
4818,567.2,4.6,85.7,4.9,21.9
4823,566.9,4.6,85.9,4.9,21.5
4827,566.6,4.5,86.2,5.0,21.1
4832,566.3,4.5,86.4,5.0,20.7
4837,566.0,4.5,86.5,5.1,20.4
4842,565.6,4.4,86.6,5.2,20.2
4847,565.3,4.4,86.7,5.2,20.0
4852,564.9,4.4,86.9,5.3,19.8
4857,564.5,4.3,87.1,5.3,19.7
4863,564.2,4.3,87.2,5.4,19.7
4869,563.8,4.2,87.2,5.4,19.7
4874,563.4,4.2,87.1,5.5,19.7
4879,563.1,4.2,87.0,5.5,19.8
4884,562.7,4.1,86.9,5.5,19.9
4888,562.4,4.1,86.8,5.6,20.1
4893,562.1,4.1,86.9,5.6,20.3
4897,561.8,4.1,87.1,5.6,20.4
4901,561.5,4.1,87.0,5.6,20.6
4906,561.2,4.0,87.0,5.6,20.8
4911,560.9,4.0,87.1,5.6,20.9
4916,560.5,3.9,87.2,5.6,21.1
4921,560.2,3.9,87.5,5.6,21.2
4926,559.8,3.9,87.7,5.6,21.2
4931,559.5,3.8,87.7,5.6,21.3
4937,559.1,3.8,87.3,5.5,21.3
4942,558.7,3.8,86.9,5.5,21.3
4947,558.3,3.8,86.8,5.5,21.3
4953,558.0,3.8,86.7,5.5,21.2
4958,557.6,3.7,86.6,5.5,21.1
4964,557.2,3.7,86.3,5.4,20.9
4969,556.9,3.7,85.8,5.4,20.7
4974,556.5,3.6,85.4,5.4,20.5
4979,556.2,3.6,85.1,5.3,20.2
4984,555.9,3.6,84.7,5.3,19.9
4989,555.5,3.6,83.5,5.3,19.6
4994,555.2,3.5,82.2,5.3,19.2
4999,554.8,3.5,82.2,5.3,18.9
5004,554.5,3.5,83.5,5.3,18.6
5010,554.1,3.4,85.1,5.3,18.3
5015,553.7,3.4,86.5,5.3,18.0
5020,553.4,3.3,87.1,5.3,17.7
5026,553.0,3.3,86.9,5.3,17.4
5031,552.6,3.2,86.5,5.3,17.2
5037,552.2,3.2,86.7,5.3,17.0
5042,551.9,3.1,87.2,5.3,16.7
5048,551.5,3.1,87.5,5.4,16.5
5053,551.2,3.1,87.3,5.4,16.3
5058,550.8,3.1,86.4,5.4,16.2
5062,550.5,3.1,84.1,5.4,16.0
5067,550.2,3.1,80.3,5.5,15.8
5073,549.8,3.1,76.2,5.5,15.7
5078,549.5,3.2,72.3,5.5,15.5
5083,549.1,3.2,68.8,5.5,15.3
5088,548.8,3.2,65.6,5.6,15.1
5094,548.4,3.2,62.7,5.6,14.9
5099,548.1,3.2,59.1,5.6,14.7
5103,547.7,3.2,56.0,5.6,14.4
5108,547.4,3.2,54.5,5.6,14.1
5113,547.1,3.2,53.2,5.6,13.8
5117,546.8,3.2,51.6,5.6,13.5
5122,546.5,3.2,51.3,5.6,13.1
5127,546.1,3.2,52.7,5.6,12.8
5133,545.8,3.1,55.6,5.6,12.4
5138,545.4,3.1,59.6,5.6,12.0
5144,545.0,3.0,66.0,5.6,11.6
5149,544.7,2.8,75.4,5.6,11.2
5155,544.3,2.7,84.0,5.5,10.8
5160,543.9,2.6,86.2,5.5,10.4
5166,543.5,2.6,82.6,5.5,10.1
5171,543.2,2.6,76.2,5.5,9.8
5177,542.8,2.8,68.5,5.4,9.6
5183,542.4,2.8,63.2,5.4,9.4
5189,542.0,2.8,61.0,5.4,9.3
5195,541.6,2.8,59.3,5.4,9.3
5200,541.2,2.8,56.4,5.4,9.4
5206,540.9,2.8,53.6,5.3,9.5
5211,540.5,2.8,51.4,5.3,9.7
5216,540.2,2.8,49.9,5.3,10.1
5221,539.9,2.8,48.8,5.3,10.5
5226,539.5,2.8,48.4,5.3,11.0
5230,539.2,2.8,48.4,5.2,11.6
5235,538.9,2.8,48.3,5.2,12.4
5240,538.6,2.8,47.5,5.2,13.2
5244,538.3,2.9,46.3,5.2,14.1
5249,538.0,2.9,45.6,5.1,15.1
5253,537.7,2.9,45.2,5.1,16.2
5258,537.4,3.0,44.7,5.1,17.4
5262,537.1,3.0,44.1,5.0,18.7
5267,536.8,3.0,43.5,5.0,20.0
5271,536.5,3.0,43.2,5.0,21.4
5276,536.2,3.0,43.0,4.9,22.9
5280,535.9,3.0,43.1,4.9,24.5
5285,535.6,3.0,43.6,4.8,26.0
5289,535.3,2.9,44.6,4.8,27.7
5294,535.0,2.9,45.8,4.7,29.4
5298,534.7,2.8,47.2,4.7,31.1
5303,534.4,2.8,48.8,4.6,32.9
5308,534.1,2.7,50.2,4.6,34.7
5313,533.7,2.7,51.4,4.5,36.5
5318,533.4,2.6,52.6,4.5,38.3
5324,533.1,2.6,53.4,4.4,40.2
5329,532.7,2.5,54.0,4.4,42.0
5334,532.4,2.5,54.4,4.3,43.9
5339,532.0,2.4,54.5,4.3,45.7
5344,531.7,2.4,54.4,4.3,47.6
5349,531.4,2.4,54.1,4.2,49.3
5353,531.1,2.3,53.6,4.2,51.1
5357,530.8,2.3,52.6,4.2,52.8
5362,530.5,2.3,51.3,4.2,54.4
5366,530.2,2.4,50.0,4.1,55.9
5371,529.9,2.4,48.3,4.1,57.4
5376,529.6,2.4,46.9,4.1,58.7
5381,529.3,2.4,46.4,4.1,60.0
5386,529.0,2.4,46.9,4.1,61.3
5391,528.6,2.4,47.4,4.2,62.4
5396,528.3,2.3,47.6,4.2,63.5
5402,527.9,2.3,46.9,4.2,64.5
5407,527.6,2.3,44.9,4.2,65.4
5412,527.3,2.3,41.5,4.2,66.3
5417,526.9,2.4,37.8,4.3,67.2
5423,526.6,2.4,35.4,4.3,68.0
5428,526.2,2.4,34.5,4.3,68.7
5433,525.9,2.4,34.0,4.3,69.4
5439,525.5,2.4,33.4,4.4,70.1
5445,525.1,2.4,32.9,4.4,70.8
5450,524.8,2.4,32.6,4.4,71.4
5456,524.4,2.4,32.4,4.4,72.0
5462,524.0,2.3,32.4,4.4,72.6
5468,523.6,2.3,32.5,4.4,73.2
5474,523.2,2.3,32.8,4.4,73.8
5479,522.9,2.2,33.2,4.4,74.4
5485,522.5,2.2,33.4,4.4,75.0
5490,522.2,2.1,33.5,4.4,75.6
5495,521.9,2.1,33.7,4.4,76.1
5500,521.6,2.1,34.0,4.3,76.7
5505,521.2,2.0,34.2,4.3,77.3
5509,520.9,2.0,34.4,4.3,77.8
5514,520.6,2.0,34.6,4.2,78.3
5519,520.3,1.9,34.9,4.2,78.8
5524,520.0,1.9,35.3,4.1,79.3
5528,519.7,1.9,35.8,4.0,79.8
5533,519.4,1.9,36.5,3.9,80.3
5538,519.1,1.9,37.1,3.9,80.7
5543,518.8,1.8,37.3,3.8,81.2
5548,518.5,1.8,37.4,3.7,81.6
5553,518.1,1.8,37.0,3.6,82.0
5558,517.8,1.8,36.0,3.5,82.4
5563,517.5,1.8,35.0,3.4,82.7
5567,517.2,1.8,34.6,3.3,83.1
5572,516.9,1.8,34.8,3.2,83.4
5577,516.6,1.8,35.4,3.1,83.7
5581,516.3,1.8,36.1,3.0,83.9
5586,516.0,1.7,36.4,2.9,84.1
5590,515.7,1.7,36.5,2.8,84.3
5595,515.4,1.7,36.4,2.7,84.5
5600,515.1,1.7,36.5,2.7,84.6
5605,514.8,1.6,37.1,2.6,84.7
5610,514.5,1.6,38.2,2.5,84.7
5616,514.1,1.6,39.7,2.5,84.7
5621,513.8,1.5,41.5,2.4,84.6
5627,513.4,1.4,44.0,2.4,84.5
5633,513.0,1.4,46.8,2.4,84.3
5638,512.7,1.3,48.7,2.4,84.1
5644,512.3,1.3,49.2,2.4,83.8
5649,512.0,1.2,49.1,2.4,83.4
5654,511.7,1.2,49.1,2.4,83.1
5658,511.4,1.2,49.2,2.4,82.6
5663,511.1,1.1,49.5,2.4,82.2
5667,510.9,1.1,50.2,2.5,81.7
5671,510.6,1.1,50.9,2.5,81.2
5676,510.3,1.0,51.4,2.6,80.7
5681,510.0,1.0,51.7,2.6,80.2
5685,509.7,0.9,52.4,2.7,79.7
5690,509.4,0.9,53.6,2.8,79.1
5696,509.0,0.9,54.3,2.8,78.6
5701,508.7,0.8,54.6,2.9,78.0
5707,508.3,0.8,54.7,3.0,77.5
5712,508.0,0.7,54.7,3.1,76.9
5718,507.6,0.7,54.5,3.2,76.3
5723,507.3,0.6,54.7,3.3,75.7
5729,506.9,0.6,55.2,3.3,75.1
5734,506.6,0.5,55.7,3.4,74.5
5739,506.3,0.5,56.3,3.5,73.9
5745,505.9,0.5,56.8,3.6,73.3
5750,505.6,0.4,57.2,3.7,72.6
5755,505.3,0.4,57.9,3.8,72.0
5761,504.9,0.4,59.0,3.9,71.3
5766,504.6,0.3,60.0,3.9,70.7
5771,504.3,0.3,59.9,4.0,70.0
5777,503.9,0.3,59.0,4.1,69.3
5782,503.6,0.3,57.9,4.1,68.6
5787,503.3,0.2,57.0,4.2,67.9
5793,502.9,0.2,56.6,4.3,67.1
5798,502.6,0.2,57.0,4.3,66.4
5803,502.3,0.1,58.1,4.4,65.7
5809,501.9,0.1,59.6,4.4,65.0
5814,501.6,0.0,60.6,4.5,64.3
5819,501.3,0.0,61.1,4.5,63.6
5824,501.0,-0.0,61.0,4.5,62.9
5829,500.6,-0.1,60.7,4.5,62.2
5834,500.3,-0.1,60.7,4.6,61.5
5839,500.0,-0.1,60.8,4.6,60.8
5844,499.7,-0.2,60.6,4.6,60.1
5849,499.4,-0.2,59.7,4.6,59.5
5854,499.1,-0.2,57.6,4.6,58.8
5859,498.8,-0.2,55.0,4.6,58.1
5864,498.4,-0.2,52.6,4.6,57.5
5869,498.1,-0.2,50.8,4.5,57.0
5875,497.8,-0.2,49.1,4.5,56.4
5880,497.5,-0.2,48.0,4.5,55.9
5885,497.2,-0.2,48.1,4.5,55.4
5890,496.9,-0.3,48.5,4.5,54.9
5895,496.6,-0.3,48.2,4.5,54.5
5899,496.3,-0.3,46.5,4.5,54.1
5904,496.0,-0.4,44.9,4.5,53.7
5909,495.7,-0.4,44.5,4.5,53.4
5913,495.4,-0.4,44.8,4.5,53.2
5918,495.1,-0.5,45.0,4.5,53.0
5922,494.9,-0.5,45.3,4.5,52.8
5926,494.6,-0.5,45.5,4.5,52.6
5930,494.4,-0.6,45.9,4.5,52.6
5934,494.1,-0.6,46.6,4.6,52.5
5938,493.9,-0.7,47.5,4.6,52.5
5942,493.6,-0.7,48.5,4.6,52.6
5946,493.4,-0.8,49.0,4.7,52.7
5950,493.2,-0.8,49.1,4.7,52.9
5953,492.9,-0.8,49.4,4.8,53.0
5957,492.7,-0.9,50.0,4.8,53.3
5962,492.4,-0.9,51.3,4.8,53.5
5966,492.2,-0.9,53.2,4.9,53.8
5970,491.9,-1.0,54.5,4.9,54.2
5975,491.6,-1.0,54.8,5.0,54.6
5979,491.3,-1.1,54.8,5.0,55.0
5984,491.0,-1.1,55.0,5.1,55.5
5989,490.7,-1.2,55.3,5.1,56.0
5994,490.4,-1.2,55.8,5.2,56.6
6000,490.1,-1.2,56.4,5.2,57.2
6005,489.7,-1.3,57.1,5.3,57.9
6011,489.4,-1.3,57.7,5.4,58.5
6017,489.0,-1.4,58.4,5.4,59.2
6023,488.6,-1.4,59.3,5.5,60.0
6029,488.3,-1.4,60.0,5.6,60.7
6035,487.9,-1.5,60.5,5.7,61.5
6041,487.6,-1.5,60.8,5.7,62.2
6046,487.2,-1.6,60.9,5.8,63.0
6051,486.9,-1.6,60.8,5.9,63.7
6056,486.6,-1.6,60.4,6.0,64.5
6061,486.4,-1.6,60.0,6.2,65.2
6065,486.1,-1.6,59.6,6.3,65.9
6070,485.8,-1.6,58.9,6.4,66.6
6075,485.5,-1.6,57.6,6.5,67.2
6080,485.2,-1.6,55.1,6.6,67.8
6085,484.9,-1.6,51.2,6.8,68.4
